"Active_location","avg_ToSun","avg_ToShade","avg_Tsurface_open","avg_radiation","mean_DF","sd_DF","DF.CI.25","DF.CI97.5","mean_DE","sd_DE","DE.CI.25","DE.CI97.5","n_hours","Round_percentage","season","habitat_loss","climate_change"
"Rock-Medium",39.7257371264942,36.7705127086676,32.595,220.618333333333,1.11646041229966,0.250732538142766,0.948030468214042,1.28489035638528,1.11646041229966,0.250732538142766,0.948030468214042,1.28489035638528,2,0.00248138957816377,"Summer","Bush",6
"Rock-Small",40.2295346289769,37.5868421945355,33.6638461538462,299.524047863248,1.75281895803115,0.595579717766417,0.518210492902743,2.40878983675137,1.75281895803115,0.595579717766417,0.518210492902743,2.40878983675137,39,0.0483870967741935,"Summer","Bush",6
"burrow",53.3371178742552,45.7697699437698,44.4512587513674,541.183814425691,NA,NA,NA,NA,NA,NA,NA,NA,711,0.881040892193309,"Summer","none",6.5
"Bush-Large",41.3630803346503,37.6826503653368,33.7128174603175,282.044543650794,1.29699820332566,0.813352605648715,0.0464832305806908,2.43317205071063,1.3235204709311,0.767180069276219,0.324967040437862,2.43317205071063,21,0.0260223048327138,"Summer","none",6.5
"Bush-Medium",39.0014870330778,37.8325637169263,31.7843452380952,187.395806878307,1.51485554030022,0.687060234609491,0.370636500084519,2.38786911684933,1.51485554030022,0.687060234609491,0.370636500084519,2.38786911684933,21,0.0260223048327138,"Summer","none",6.5
"Bush-Small",39.8785106810817,37.3410265649028,32.2997222222222,265.735347222222,1.38343719623883,0.926833358757836,-0.0838529367109917,2.42906052093554,1.40890215001755,0.883996056929018,0.112987060513694,2.42906052093554,12,0.0148698884758364,"Summer","none",6.5
"open",35.9859862149655,38.0779398082578,29.632527100271,42.9184993224932,0.685986214965513,0.839033143645238,-1.03487193036967,2.09150483642048,0.862955568435144,0.650391043538759,0.076207184418557,2.09150483642048,41,0.0508054522924411,"Summer","none",6.5
"Rock-Medium",42.5117623720457,37.1332013467918,34.4934722222222,331.491527777778,1.43967686450431,NA,1.43967686450431,1.43967686450431,1.43967686450431,NA,1.43967686450431,1.43967686450431,1,0.00123915737298637,"Summer","none",6.5
"burrow",53.3371178742552,46.8164299526044,44.4085282856696,543.463436363494,NA,NA,NA,NA,NA,NA,NA,NA,711,0.881040892193309,"Summer","Rock",6.5
"Bush-Large",41.3630803346503,37.0905916176129,32.6399206349206,236.209404761905,1.29699820332566,0.813352605648715,0.0464832305806908,2.43317205071063,1.3235204709311,0.767180069276219,0.324967040437862,2.43317205071063,21,0.0260223048327138,"Summer","Rock",6.5
"Bush-Medium",39.1610450030309,37.2307521769372,32.0281186868687,204.808194444444,1.51573921728341,0.670514943852072,0.374678268430206,2.38342843887564,1.51573921728341,0.670514943852072,0.374678268430206,2.38342843887564,22,0.0272614622057001,"Summer","Rock",6.5
"Bush-Small",39.8785106810817,36.8435885232233,31.6375,228.417361111111,1.38343719623883,0.926833358757836,-0.0838529367109917,2.42906052093554,1.40890215001755,0.883996056929018,0.112987060513694,2.42906052093554,12,0.0148698884758364,"Summer","Rock",6.5
"open",35.9859862149655,37.5602745114109,29.4498306233062,29.112364498645,0.685986214965513,0.839033143645238,-1.03487193036967,2.09150483642048,0.862955568435144,0.650391043538759,0.076207184418557,2.09150483642048,41,0.0508054522924411,"Summer","Rock",6.5
"burrow",52.9267038081574,44.5183939562559,44.1441621315193,530.27961711867,NA,NA,NA,NA,NA,NA,NA,NA,735,0.911910669975186,"Summer","Bush",6.5
"open",36.0210742097787,38.5444276393899,29.8146598639456,62.5412074829932,0.721074209778735,0.901266977127665,-1.00359179215934,2.16265231758392,0.935092033952862,0.671154760052445,0.0795882156352349,2.16265231758392,49,0.0607940446650124,"Summer","Bush",6.5
"Rock-Large",35.9483500149988,36.627596614883,29.52125,113.514166666667,0.840177893492079,0.0601688212942953,0.799759401016541,0.880596385967617,0.840177893492079,0.0601688212942953,0.799759401016541,0.880596385967617,2,0.00248138957816377,"Summer","Bush",6.5
"Rock-Medium",40.2418454900166,37.2706069568468,32.595,220.618333333333,1.61664777684369,0.250274664375899,1.44852541012128,1.78477014356611,1.61664777684369,0.250274664375899,1.44852541012128,1.78477014356611,2,0.00248138957816377,"Summer","Bush",6.5
"Rock-Small",40.5875298039052,37.7123401894552,33.67,306.731296296296,1.90591457417546,0.421507018929829,1.08280408780763,2.41846674349509,1.90591457417546,0.421507018929829,1.08280408780763,2.41846674349509,18,0.0223325062034739,"Summer","Bush",6.5
